vendor ID,vendor name,category,subcategory,strategy,refinery,additional comments,owner name
V00169,Honeywell International,Level Instruments,Float Switches,Supplier development and collaboration,Port Arthur Refinery,Select based on life-cycle cost rather than upfront price.,Rahul Iyer
V00170,Agilent Technologies,Control Valves,Butterfly Valves,Spend analysis and cost optimization,Port Arthur Refinery,Part of plant modernization project; coordinate with engineering.,Aisha Patel
V00171,Valmet,Level Instruments,Capacitance Level Sensors,Leveraging spend for volume discounts,Port Arthur Refinery,Preference for suppliers with local service centers.,Megan Chen
V00172,Fluke Corporation,Vibration Measurement Instruments,Portable Vibrometers,Technology upgrade and digitalization program,Baton Rouge Refinery,Part of plant modernization project; coordinate with engineering.,Carlos Fernandez
V00173,National Instruments,Pressure Instruments,Pressure Gauges,Standardization and bundling of similar items,Martinez Refinery,Preference for suppliers with local service centers.,Aisha Patel
V00174,Rockwell Automation,Vibration Measurement Instruments,Vibration Analyzers,Framework agreement for multi-site supply,Martinez Refinery,Part of plant modernization project; coordinate with engineering.,Lena Müller
V00175,Fluke Corporation,Signal Conditioning,Amplifiers,Spend analysis and cost optimization,Martinez Refinery,High criticality; maintain redundancy and spare parts inventory.,Carlos Fernandez
V00176,VEGA Grieshaber,Flow Instruments,Mass Flow Meters,Risk mitigation through multi-year contracts,Port Arthur Refinery,Part of plant modernization project; coordinate with engineering.,Lena Müller
V00177,General Electric (GE),Analytical Instruments,Conductivity Meters,Consignment stock and vendor-managed inventory,Martinez Refinery,Ensure compatibility with existing control system infrastructure.,Aisha Patel
V00178,Endress+Hauser,Control Valves,Globe Valves,Leveraging spend for volume discounts,Whiting Refinery,Part of plant modernization project; coordinate with engineering.,Rahul Iyer
V00179,Valmet,Pressure Instruments,Differential Pressure Transmitters,Performance-based maintenance contract,Port Arthur Refinery,Equipment is subject to harsh conditions; require rugged design.,Aisha Patel
V00180,ABB Ltd.,Analytical Instruments,Spectrophotometers,Leveraging spend for volume discounts,Whiting Refinery,Vendor to assist with installation and commissioning.,Lena Müller
V00181,Mettler-Toledo,Level Instruments,Ultrasonic Level Sensors,Performance-based maintenance contract,Martinez Refinery,Part of plant modernization project; coordinate with engineering.,Rahul Iyer
V00182,General Electric (GE),Pressure Instruments,Differential Pressure Transmitters,Life-cycle cost evaluation and optimization,Port Arthur Refinery,Vendor to assist with installation and commissioning.,Aisha Patel
V00183,WIKA Instrument,Pressure Instruments,Pressure Transmitters,Long-term partnership with global supplier,Martinez Refinery,High criticality; maintain redundancy and spare parts inventory.,Lena Müller
V00184,Honeywell International,Level Instruments,Radar Level Sensors,Leveraging spend for volume discounts,Baton Rouge Refinery,Equipment is subject to harsh conditions; require rugged design.,Megan Chen
V00185,National Instruments,Pressure Instruments,Pressure Transmitters,Spend analysis and cost optimization,Baytown Refinery,Maintain alignment with corporate purchasing agreements.,Megan Chen
V00186,Kistler Group,Test & Measurement Equipment,Data Acquisition Systems,Risk mitigation through multi-year contracts,Baytown Refinery,Select based on life-cycle cost rather than upfront price.,Rahul Iyer
V00187,Fluke Corporation,Signal Conditioning,Signal Converters,Life-cycle cost evaluation and optimization,Whiting Refinery,Vendor to assist with installation and commissioning.,Rahul Iyer
V00188,Mettler-Toledo,Vibration Measurement Instruments,Vibration Analyzers,Sustainability and green procurement focus,Whiting Refinery,Ensure compatibility with existing control system infrastructure.,Megan Chen
V00189,Fluke Corporation,Temperature Instruments,Thermocouples,Supplier development and collaboration,Whiting Refinery,Requires high accuracy; consider upgrading to digital models.,Megan Chen
V00190,Kistler Group,Test & Measurement Equipment,Function Generators,On-site vendor support and training,Martinez Refinery,Select based on life-cycle cost rather than upfront price.,Carlos Fernandez
V00191,KROHNE,Vibration Measurement Instruments,Vibration Sensors,Consignment stock and vendor-managed inventory,Whiting Refinery,Vendor to assist with installation and commissioning.,Megan Chen
V00192,VEGA Grieshaber,Control Valves,Ball Valves,Bulk purchasing for volume discounts,Baton Rouge Refinery,Vendor to assist with installation and commissioning.,Carlos Fernandez
V00193,General Electric (GE),Vibration Measurement Instruments,Accelerometers,On-site vendor support and training,Port Arthur Refinery,Maintain alignment with corporate purchasing agreements.,Aisha Patel
V00194,Mettler-Toledo,Temperature Instruments,RTDs,Leveraging spend for volume discounts,Whiting Refinery,Vendor to assist with installation and commissioning.,Carlos Fernandez
V00195,Kistler Group,Level Instruments,Float Switches,Technology upgrade and digitalization program,Baton Rouge Refinery,Preference for suppliers with local service centers.,Carlos Fernandez
V00196,Hach Company,Analytical Instruments,Conductivity Meters,Life-cycle cost evaluation and optimization,Baton Rouge Refinery,Select based on life-cycle cost rather than upfront price.,Lena Müller
V00197,Agilent Technologies,Vibration Measurement Instruments,Vibration Analyzers,On-site vendor support and training,Port Arthur Refinery,High criticality; maintain redundancy and spare parts inventory.,Lena Müller
V00198,Endress+Hauser Group,Vibration Measurement Instruments,Vibration Analyzers,Standardization and bundling of similar items,Martinez Refinery,Include remote monitoring capabilities and IoT integration.,Aisha Patel
V00199,Keysight Technologies,Temperature Instruments,Infrared Sensors,Risk mitigation through multi-year contracts,Baton Rouge Refinery,Compliance with API and ASTM standards is mandatory.,Lena Müller
V00200,Endress+Hauser,Level Instruments,Ultrasonic Level Sensors,Long-term partnership with global supplier,Martinez Refinery,Maintain alignment with corporate purchasing agreements.,Aisha Patel
V00201,Emerson Electric Co.,Signal Conditioning,Transmitters,Consignment stock and vendor-managed inventory,Baton Rouge Refinery,Consider energy efficiency and sustainability in selection.,Carlos Fernandez
V00202,VEGA Grieshaber,Safety Instruments,Emergency Shutdown Systems,Dual sourcing with local backup vendor,Whiting Refinery,High criticality; maintain redundancy and spare parts inventory.,Carlos Fernandez
V00203,Honeywell International,Analytical Instruments,Conductivity Meters,Life-cycle cost evaluation and optimization,Martinez Refinery,Vendor to assist with installation and commissioning.,Carlos Fernandez
V00204,Hach Company,Pressure Instruments,Differential Pressure Transmitters,Leveraging spend for volume discounts,Baytown Refinery,Requires high accuracy; consider upgrading to digital models.,Lena Müller
V00205,Endress+Hauser,Control Valves,Ball Valves,Performance-based maintenance contract,Whiting Refinery,Include remote monitoring capabilities and IoT integration.,Rahul Iyer
V00206,Hach Company,Flow Instruments,Mass Flow Meters,Standardization and bundling of similar items,Baytown Refinery,Maintain alignment with corporate purchasing agreements.,Rahul Iyer
V00207,Schneider Electric,Signal Conditioning,Filters,On-site vendor support and training,Port Arthur Refinery,Compliance with API and ASTM standards is mandatory.,Lena Müller
V00208,General Electric (GE),Control Valves,Butterfly Valves,Spend analysis and cost optimization,Baytown Refinery,Requires high accuracy; consider upgrading to digital models.,Rahul Iyer
V00209,Fluke Corporation,Vibration Measurement Instruments,Accelerometers,Risk mitigation through multi-year contracts,Port Arthur Refinery,Preference for suppliers with local service centers.,Aisha Patel
V00210,Dräger Safety,Pressure Instruments,Pressure Switches,Consignment stock and vendor-managed inventory,Baton Rouge Refinery,Long lead times expected; maintain minimum stock levels.,Rahul Iyer
V00211,Honeywell International,Flow Instruments,Mass Flow Meters,Life-cycle cost evaluation and optimization,Baton Rouge Refinery,Equipment is subject to harsh conditions; require rugged design.,Lena Müller
V00212,KROHNE,Test & Measurement Equipment,Data Acquisition Systems,Long-term partnership with global supplier,Baton Rouge Refinery,High criticality; maintain redundancy and spare parts inventory.,Megan Chen
V00213,Rohde & Schwarz,Safety Instruments,Safety Valves,Life-cycle cost evaluation and optimization,Baytown Refinery,High criticality; maintain redundancy and spare parts inventory.,Rahul Iyer
V00214,Fisher Controls (Emerson),Signal Conditioning,Filters,Leveraging spend for volume discounts,Port Arthur Refinery,Equipment is subject to harsh conditions; require rugged design.,Rahul Iyer
V00215,Yokogawa Electric Corporation,Flow Instruments,Magnetic Flow Meters,Life-cycle cost evaluation and optimization,Whiting Refinery,Requires high accuracy; consider upgrading to digital models.,Aisha Patel
V00216,Keysight Technologies,Vibration Measurement Instruments,Portable Vibrometers,Standardization and bundling of similar items,Port Arthur Refinery,Requires high accuracy; consider upgrading to digital models.,Megan Chen
V00217,Yokogawa Corporation,Signal Conditioning,Filters,Standardization and bundling of similar items,Whiting Refinery,Ensure compatibility with existing control system infrastructure.,Megan Chen
V00218,Omega Engineering,Level Instruments,Capacitance Level Sensors,Supplier development and collaboration,Whiting Refinery,Preference for suppliers with local service centers.,Aisha Patel
V00219,Omega Engineering,Vibration Measurement Instruments,Vibration Sensors,Life-cycle cost evaluation and optimization,Baton Rouge Refinery,Long lead times expected; maintain minimum stock levels.,Rahul Iyer
V00220,Kistler Group,Flow Instruments,Mass Flow Meters,Framework agreement for multi-site supply,Martinez Refinery,Select based on life-cycle cost rather than upfront price.,Rahul Iyer
V00221,Siemens AG,Test & Measurement Equipment,Digital Multimeters,Life-cycle cost evaluation and optimization,Martinez Refinery,High criticality; maintain redundancy and spare parts inventory.,Carlos Fernandez
V00222,Siemens AG,Flow Instruments,Ultrasonic Flow Meters,Spend analysis and cost optimization,Baton Rouge Refinery,Vendor to assist with installation and commissioning.,Carlos Fernandez
V00223,Emerson Electric Co.,Signal Conditioning,Signal Converters,Dual sourcing with local backup vendor,Baton Rouge Refinery,Compliance with API and ASTM standards is mandatory.,Aisha Patel
V00224,Dräger Safety,Pressure Instruments,Differential Pressure Transmitters,Consignment stock and vendor-managed inventory,Martinez Refinery,Maintain alignment with corporate purchasing agreements.,Rahul Iyer
V00225,Omega Engineering,Safety Instruments,Emergency Shutdown Systems,Risk mitigation through multi-year contracts,Baytown Refinery,High criticality; maintain redundancy and spare parts inventory.,Megan Chen
V00226,Bruker Corporation,Pressure Instruments,Pressure Switches,Dual sourcing with local backup vendor,Baytown Refinery,Equipment is subject to harsh conditions; require rugged design.,Megan Chen
